CPU,NUMERO_ITERACION,LATENCIA
0,1157,27710
0,1158,27451
0,1159,27450
0,1160,27413
0,1161,27358
0,1162,27321
0,1163,27468
0,1164,27580
0,1165,27394
0,1166,28043
0,1167,27376
0,1168,27469
0,1169,27432
0,1170,27524
0,1171,27395
0,1172,27561
0,1173,27376
0,1174,27451
0,1175,31209
0,1176,27543
0,1177,27431
0,1178,27432
0,1179,27432
0,1180,27395
0,1181,27358
0,1182,27617
0,1183,27320
0,1184,27432
0,1185,30801
0,1186,27450
0,1187,27376
0,1188,27283
0,1189,27321
0,1190,27487
0,1191,27376
0,1192,27394
0,1193,27376
0,1194,27580
0,1195,29302
0,1196,27858
0,1197,27561
0,1198,27561
0,1199,27524
0,1200,27635
0,1201,27284
0,1202,27524
0,1203,27524
0,1204,31005
0,1205,27580
0,1206,27395
0,1207,27432
0,1208,27432
0,1209,27543
0,1210,27172
0,1211,27339
0,1212,27487
0,1213,27431
0,1214,30876
0,1215,27469
0,1216,27395
0,1217,27358
0,1218,27339
0,1219,27376
0,1220,27395
0,1221,27450
0,1222,27580
0,1223,27432
0,1224,30876
0,1225,27598
0,1226,27413
0,1227,27598
0,1228,27561
0,1229,27506
0,1230,27283
0,1231,27487
0,1232,27617
0,1233,27358
0,1234,27950
0,1235,27525
0,1236,27580
0,1237,27468
0,1238,27357
0,1239,27506
0,1240,27561
0,1241,27450
0,1242,27468
0,1243,31135
0,1244,27580
0,1245,27432
0,1246,27506
0,1247,27543
0,1248,27414
0,1249,27358
0,1250,27357
0,1251,27543
0,1252,27450
0,1253,30876
0,1254,37302
0,1255,29098
0,1256,27932
0,1257,27746
0,1258,27635
0,1259,27598
0,1260,27617
0,1261,27543
0,1262,27562
0,1263,27876
0,1264,27432
0,1265,27431
0,1266,27487
0,1267,27524
0,1268,27320
0,1269,27209
0,1270,27394
0,1271,27451
0,1272,31283
0,1273,27672
0,1274,27617
0,1275,27413
0,1276,27506
0,1277,27524
0,1278,27506
0,1279,27376
0,1280,27413
0,1281,27395
0,1282,30654
0,1283,27765
0,1284,27617
0,1285,27488
0,1286,27395
0,1287,27450
0,1288,27339
0,1289,27450
0,1290,27469
0,1291,27469
0,1292,28116
0,1293,27394
0,1294,27339
0,1295,27358
0,1296,27358
0,1297,27469
0,1298,27487
0,1299,27413
0,1300,27432
0,1301,27487
0,1302,27950
0,1303,27431
0,1304,27450
0,1305,27432
0,1306,27339
0,1307,27450
0,1308,27636
0,1309,27450
0,1310,27395
0,1311,31228
0,1312,27524
0,1313,27487
0,1314,27469
0,1315,27673
0,1316,27487
0,1317,27580
0,1318,27505
0,1319,27395
0,1320,27579
0,1321,30765
0,1322,27617
0,1323,27450
0,1324,27524
0,1325,27636
0,1326,27247
0,1327,27542
0,1328,27561
0,1329,27524
0,1330,27543
0,1331,27728
0,1332,27543
0,1333,27524
0,1334,27617
0,1335,27524
0,1336,27525
0,1337,27542
0,1338,27431
0,1339,27413
0,1340,31099
0,1341,27783
0,1342,27394
0,1343,27673
0,1344,27432
0,1345,27506
0,1346,27450
0,1347,27469
0,1348,27506
0,1349,27506
0,1350,30691
0,1351,27524
0,1352,27580
0,1353,27598
0,1354,27543
0,1355,27599
0,1356,27487
0,1357,27580
0,1358,27580
0,1359,27468
0,1360,28098
0,1361,27505
0,1362,27487
0,1363,27487
0,1364,27450
0,1365,27487
0,1366,27524
0,1367,27580
0,1368,27580
0,1369,31043
0,1370,27450
0,1371,27543
0,1372,27505
0,1373,27672
0,1374,27414
0,1375,27450
0,1376,27487
0,1377,27432
0,1378,27542
0,1379,30783
0,1380,27691
0,1381,27524
0,1382,27487
0,1383,27302
0,1384,27284
0,1385,27617
0,1386,27450
0,1387,27598
0,1388,27524
0,1389,31136
0,1390,27894
0,1391,27672
0,1392,27451
0,1393,27487
0,1394,27432
0,1395,27561
0,1396,27377
0,1397,27469
0,1398,27543
0,1399,28043
0,1400,27617
0,1401,27543
0,1402,27579
0,1403,27543
0,1404,27469
0,1405,27617
0,1406,27580
0,1407,27524
0,1408,31136
0,1409,27598
0,1410,27431
0,1411,27579
0,1412,27543
0,1413,27488
0,1414,27506
0,1415,27525
0,1416,27469
0,1417,27525
0,1418,30784
0,1419,27728
0,1420,27358
0,1421,27580
0,1422,27468
0,1423,27709
0,1424,27617
0,1425,27746
0,1426,27561
0,1427,27488
0,1428,28061
0,1429,27542
0,1430,27506
0,1431,27746
0,1432,27691
0,1433,27358
0,1434,27524
0,1435,27580
0,1436,27487
0,1437,30932
0,1438,27561
0,1439,27802
0,1440,27765
0,1441,27302
0,1442,27320
0,1443,27487
0,1444,27358
0,1445,27524
0,1446,27599
0,1447,28191
0,1448,27561
0,1449,27543
0,1450,27487
0,1451,27469
0,1452,27524
0,1453,27598
0,1454,27617
0,1455,27635
0,1456,27450
0,1457,28079
0,1458,27506
0,1459,27599
0,1460,27598
0,1461,27580
0,1462,27691
0,1463,27376
0,1464,27562
0,1465,27672
0,1466,27543
0,1467,27987
0,1468,27487
0,1469,27561
0,1470,27469
0,1471,27506
0,1472,27376
0,1473,27395
0,1474,27672
0,1475,27506
0,1476,28005
0,1477,27395
0,1478,27450
0,1479,27469
0,1480,27432
0,1481,27802
0,1482,27802
0,1483,27580
0,1484,27487
0,1485,27339
0,1486,28357
0,1487,27468
0,1488,27450
0,1489,27414
0,1490,27376
0,1491,27320
0,1492,27413
0,1493,27543
0,1494,27450
0,1495,27394
0,1496,28025
0,1497,23395
0,1498,22932
0,1499,23265
0,1500,23116
0,1501,23172
0,1502,23209
0,1503,23154
0,1504,23173
0,1505,26099
0,1506,29228
0,1507,27654
0,1508,27098
0,1509,26728
0,1510,26636
0,1511,26968
0,1512,26654
0,1513,26506
0,1514,26654
0,1515,27190
0,1516,26784
0,1517,26580
0,1518,26857
0,1519,26598
0,1520,26672
0,1521,26562
0,1522,26746
0,1523,26617
0,1524,26598
0,1525,27191
0,1526,26580
0,1527,26765
0,1528,26598
0,1529,27154
0,1530,26691
0,1531,26673
0,1532,26691
0,1533,26543
0,1534,26710
0,1535,26950
0,1536,27080
0,1537,26580
0,1538,26765
0,1539,26895
0,1540,26802
0,1541,26895
0,1542,26820
0,1543,26895
0,1544,26913
0,1545,26635
0,1546,26617
0,1547,26542
0,1548,26598
0,1549,26580
0,1550,26598
0,1551,26561
0,1552,26265
0,1553,26302
0,1554,27099
0,1555,26673
0,1556,26672
0,1557,26598
0,1558,26673
0,1559,26599
0,1560,26728
0,1561,26691
0,1562,26635
0,1563,26728
0,1564,27061
0,1565,26672
0,1566,26580
0,1567,26561
0,1568,26673
0,1569,26617
0,1570,26710
0,1571,26765
0,1572,26617
0,1573,27135
0,1574,26710
0,1575,26506
0,1576,26635
0,1577,26617
0,1578,26599
0,1579,26543
0,1580,26598
0,1581,26728
0,1582,26654
0,1583,26746
0,1584,26580
0,1585,26821
0,1586,26858
0,1587,26747
0,1588,26858
0,1589,26820
0,1590,26802
0,1591,26802
0,1592,26709
0,1593,27098
0,1594,26562
0,1595,26913
0,1596,26654
0,1597,26673
0,1598,26746
0,1599,26783
0,1600,26802
0,1601,26765
0,1602,26710
0,1603,27562
0,1604,26894
0,1605,26857
0,1606,26895
0,1607,26506
0,1608,26728
0,1609,26968
0,1610,26969
0,1611,26672
0,1612,27339
0,1613,26877
0,1614,26950
0,1615,26728
0,1616,26894
0,1617,26747
0,1618,26821
0,1619,26988
0,1620,26858
0,1621,26895
0,1622,27080
0,1623,26858
0,1624,26876
0,1625,26746
0,1626,26802
0,1627,26858
0,1628,26895
0,1629,26820
0,1630,26635
0,1631,26802
0,1632,27191
0,1633,26709
0,1634,26765
0,1635,26673
0,1636,26839
0,1637,26543
0,1638,26821
0,1639,26784
0,1640,26802
0,1641,27413
0,1642,26746
0,1643,26691
0,1644,26598
0,1645,26747
0,1646,26802
0,1647,26746
0,1648,26839
0,1649,26802
0,1650,26783
0,1651,27265
0,1652,26747
0,1653,26710
0,1654,26765
0,1655,26635
0,1656,26691
0,1657,26617
0,1658,26617
0,1659,26579
0,1660,26654
0,1661,27006
0,1662,26487
0,1663,26709
0,1664,26784
0,1665,26728
0,1666,26747
0,1667,26784
0,1668,26691
0,1669,26746
0,1670,26858
0,1671,28284
0,1672,27265
0,1673,26654
0,1674,26802
0,1675,26783
0,1676,26728
0,1677,26765
0,1678,26857
0,1679,26839
0,1680,26969
0,1681,26784
0,1682,26802
0,1683,26784
0,1684,26765
0,1685,26691
0,1686,26728
0,1687,26876
0,1688,26802
0,1689,26728
0,1690,27265
0,1691,26746
0,1692,26746
0,1693,26784
0,1694,26802
0,1695,26746
0,1696,26765
0,1697,26802
0,1698,26895
0,1699,26968
0,1700,27191
0,1701,26876
0,1702,26746
0,1703,26709
0,1704,26691
0,1705,26802
0,1706,26839
0,1707,26802
0,1708,26765
0,1709,27413
0,1710,26765
0,1711,26765
0,1712,26820
0,1713,26784
0,1714,26765
0,1715,26839
0,1716,26561
0,1717,26321
0,1718,26894
0,1719,26987
0,1720,26765
0,1721,26821
0,1722,26728
0,1723,26728
0,1724,26765
0,1725,26728
0,1726,26691
0,1727,26672
0,1728,26858
0,1729,27135
0,1730,26820
0,1731,26746
0,1732,26709
0,1733,26728
0,1734,26747
0,1735,26709
0,1736,26710
0,1737,26709
0,1738,26802
0,1739,27617
0,1740,26987
0,1741,26876
0,1742,26840
0,1743,27043
0,1744,26839
0,1745,26950
0,1746,26784
0,1747,26746
0,1748,27228
0,1749,26765
0,1750,26858
0,1751,26802
0,1752,26839
0,1753,26784
0,1754,26931
0,1755,27043
0,1756,26951
0,1757,26802
0,1758,27080
0,1759,26746
0,1760,26765
0,1761,26802
0,1762,26913
0,1763,26987
0,1764,26840
0,1765,26876
0,1766,26839
0,1767,26895
0,1768,27209
0,1769,26839
0,1770,26802
0,1771,26506
0,1772,26487
0,1773,26895
0,1774,26839
0,1775,26950
0,1776,27006
0,1777,30543
0,1778,27062
0,1779,26876
0,1780,26913
0,1781,26894
0,1782,26931
0,1783,26857
0,1784,26969
0,1785,27043
0,1786,26876
0,1787,27321
0,1788,26802
0,1789,26728
0,1790,26710
0,1791,26876
0,1792,26821
0,1793,26710
0,1794,26876
0,1795,26820
0,1796,26765
0,1797,27117
0,1798,26765
0,1799,26710
0,1800,26858
0,1801,26931
0,1802,26802
0,1803,26765
0,1804,26783
0,1805,26802
0,1806,26839
0,1807,28672
0,1808,27376
0,1809,26932
0,1810,26802
0,1811,26728
0,1812,26561
0,1813,26636
0,1814,26728
0,1815,26728
0,1816,27080
0,1817,26727
0,1818,26654
0,1819,26839
0,1820,26765
0,1821,26673
0,1822,26673
0,1823,26598
0,1824,26579
0,1825,26506
0,1826,27173
0,1827,26747
0,1828,26302
0,1829,26802
0,1830,26710
0,1831,26783
0,1832,26691
0,1833,26747
0,1834,26617
0,1835,26691
0,1836,26894
0,1837,26654
0,1838,26450
0,1839,26876
0,1840,26691
0,1841,26728
0,1842,26543
0,1843,26617
0,1844,26543
0,1845,30617
0,1846,26839
0,1847,26636
0,1848,26617
0,1849,26506
0,1850,26599
0,1851,26673
0,1852,26635
0,1853,26728
0,1854,26765
0,1855,27136
0,1856,26728
0,1857,26672
0,1858,26783
0,1859,26598
